# Epoch   training loss   validation loss
0 0.01161880698055029 0.010893378406763077
1000 2.1021403881604783e-05 5.692049671779387e-05
2000 1.671257814450655e-05 4.690479545388371e-05
3000 1.6224106730078347e-05 4.508510755840689e-05
4000 1.3330961337487679e-05 4.145340790273622e-05
5000 1.3062962352705654e-05 4.086999251740053e-05
6000 1.242569305759389e-05 4.007664756500162e-05
7000 1.1787167750298977e-05 4.0341434214496985e-05
8000 1.0969243703584652e-05 3.879626819980331e-05
9000 9.492043318459764e-06 3.904070035787299e-05
10000 9.049173058883753e-06 3.85291496058926e-05
11000 8.094006261671893e-06 3.820059646386653e-05
12000 7.628780167578952e-06 3.758450475288555e-05
13000 7.085223387548467e-06 3.636538895079866e-05
14000 6.829691756138345e-06 3.508733061607927e-05
15000 6.345130259433063e-06 3.5012370062759146e-05
16000 6.104856765887234e-06 3.414866660023108e-05
17000 5.815741587866796e-06 3.403641312615946e-05
18000 5.9083113228552975e-06 3.386400931049138e-05
19000 5.7071961236943025e-06 3.417160041863099e-05
20000 5.327646249497775e-06 3.431492586969398e-05
21000 6.046419002814218e-06 3.5137749364366755e-05
22000 5.54153484699782e-06 3.445603942964226e-05
23000 5.617141596303554e-06 3.49253932654392e-05
24000 5.2042846618860494e-06 3.3777258067857474e-05
25000 4.904990419163369e-06 3.365048542036675e-05
26000 4.672252089221729e-06 3.352096973685548e-05
27000 4.745584192278329e-06 3.355876833666116e-05
28000 4.303789410187164e-06 3.293371628387831e-05
29000 5.021499873691937e-06 3.4115662856493145e-05
30000 4.5714964471699204e-06 3.217104313080199e-05
31000 4.494040695135482e-06 3.308911618660204e-05
32000 4.588710453390377e-06 3.300535900052637e-05
33000 4.075502147316001e-06 3.2805532100610435e-05
34000 4.72058127343189e-06 3.291348912171088e-05
35000 4.315470505389385e-06 3.318130620755255e-05
36000 4.538278972177068e-06 3.2551211916143075e-05
37000 3.952090082748327e-06 3.31076662405394e-05
38000 4.389032255858183e-06 3.2905878470046446e-05
39000 4.181536041869549e-06 3.32481722580269e-05
40000 4.1113048609986436e-06 3.331790503580123e-05
41000 4.444006208359497e-06 3.416814433876425e-05
42000 4.109204382984899e-06 3.410302451811731e-05
43000 5.28730197402183e-06 3.5092729376628995e-05
44000 3.7769937080156524e-06 3.3495227398816496e-05
45000 3.985750936408294e-06 3.392369762877934e-05
46000 4.103701485291822e-06 3.463029861450195e-05
47000 4.128463388042292e-06 3.480400482658297e-05
48000 4.40523626821232e-06 3.538691089488566e-05
49000 4.018436811747961e-06 3.452636883594096e-05
50000 3.923298663721653e-06 3.532626215019263e-05
51000 3.7153092762309825e-06 3.514112904667854e-05
52000 4.014990736322943e-06 3.594883673940785e-05
53000 3.910050509148277e-06 3.5827470128424466e-05
54000 3.522894530760823e-06 3.589013067539781e-05
55000 3.3039564186765347e-06 3.523884151945822e-05
56000 3.2779907996882685e-06 3.568351166904904e-05
57000 3.314958121336531e-06 3.626362013164908e-05
58000 3.3642772905295715e-06 3.658956484287046e-05
59000 3.3678315958241e-06 3.701698005897924e-05
60000 3.711994622790371e-06 3.7873571272939444e-05
61000 3.3174910640809685e-06 3.7769521441077814e-05
62000 3.2783898404886713e-06 3.7576945032924414e-05
63000 3.7030740713817067e-06 3.8465994293801486e-05
64000 3.502357003526413e-06 3.9094109524739906e-05
65000 3.373645313331508e-06 3.849179847748019e-05
66000 3.1002618925413117e-06 3.889989966410212e-05
67000 3.4025749755528523e-06 3.8337038859026507e-05
68000 3.148285713905352e-06 3.993716381955892e-05
69000 3.1374929676530883e-06 3.99739874410443e-05
70000 3.291647999503766e-06 3.913640102837235e-05
71000 3.7074626106914366e-06 4.044125307700597e-05
72000 3.194147438989603e-06 4.05867540393956e-05
73000 2.918907284765737e-06 4.057853948324919e-05
74000 2.9991231258463813e-06 4.108056236873381e-05
75000 3.408978045627009e-06 4.138243093620986e-05
76000 3.41798659064807e-06 4.1480256186332554e-05
77000 3.0089906886132667e-06 4.126289059058763e-05
78000 3.797268846028601e-06 4.21827171521727e-05
79000 3.354918135300977e-06 4.15846734540537e-05
80000 3.819498488155659e-06 4.3028430809499696e-05
81000 3.2459170142828953e-06 4.303089008317329e-05
82000 3.20106096296513e-06 4.252202052157372e-05
83000 3.1947888601280283e-06 4.274032835382968e-05
84000 3.6574008390743984e-06 4.3366049794713035e-05
85000 3.401532467250945e-06 4.364993583294563e-05
86000 3.80132360078278e-06 4.3615229515125975e-05
87000 3.0491278266708832e-06 4.295675171306357e-05
88000 3.15004922413209e-06 4.349707160145044e-05
89000 3.3386652376066195e-06 4.289982098271139e-05
90000 3.0826986403553747e-06 4.3368389015085995e-05
91000 3.0511941986333113e-06 4.38756360381376e-05
92000 2.7951839456363814e-06 4.353103577159345e-05
93000 2.8146241675131023e-06 4.420830009621568e-05
94000 3.378400151632377e-06 4.3570060370257124e-05
95000 2.7438536562840454e-06 4.366356006357819e-05
96000 2.893338660214795e-06 4.389190144138411e-05
97000 3.062174528167816e-06 4.474414890864864e-05
98000 3.1741058137413347e-06 4.397242810227908e-05
99000 2.9484453989425674e-06 4.352275573182851e-05
100000 2.8900285542476922e-06 4.302648812881671e-05
101000 2.607481064842432e-06 4.322611857787706e-05
102000 3.1416032015840756e-06 4.52882559329737e-05
103000 2.983252670674119e-06 4.474295928957872e-05
104000 3.054365379284718e-06 4.365264612715691e-05
105000 2.6399470698379446e-06 4.4662996515398845e-05
106000 2.5669571641628863e-06 4.433498179423623e-05
107000 2.8552942694659578e-06 4.503038144321181e-05
108000 3.14446015181602e-06 4.6161439968273044e-05
109000 2.7064854748459766e-06 4.602047192747705e-05
110000 3.0577575671486557e-06 4.412813359522261e-05
111000 2.4929383926064475e-06 4.5387256250251085e-05
112000 2.8980143724766094e-06 4.643279316951521e-05
113000 2.670708681762335e-06 4.484224336920306e-05
114000 2.9296315915416926e-06 4.603557681548409e-05
115000 2.9129450922482647e-06 4.6363369619939476e-05
116000 2.9100481242494425e-06 4.530661681201309e-05
117000 2.90105663225404e-06 4.5618809963343665e-05
118000 2.5660999654064653e-06 4.6579214540543035e-05
119000 2.7663966193358647e-06 4.6272918552858755e-05
120000 2.7676148874888895e-06 4.698253542301245e-05
121000 2.4086191388050793e-06 4.749740764964372e-05
