# Epoch   training loss   validation loss
0 0.011788632720708847 0.01187894307076931
1000 0.0006751972832717001 0.0011784604284912348
2000 0.0005501364357769489 0.001223263912834227
3000 0.00048382754903286695 0.001262298203073442
4000 0.00042084426968358457 0.0012984245549887419
5000 0.00036398376687429845 0.0013679672265425324
6000 0.0003273077018093318 0.001465950976125896
7000 0.00030540814623236656 0.001571125816553831
8000 0.00031472183763980865 0.0017064518760889769
9000 0.0002517549437470734 0.0017528291791677475
10000 0.0002244898641947657 0.0018334962660446763
11000 0.00024465142632834613 0.0019583404064178467
12000 0.00022143030946608633 0.002044907072558999
13000 0.0002116264950018376 0.002133257919922471
14000 0.0002503016439732164 0.002240184461697936
15000 0.00019345746841281652 0.0022820597514510155
16000 0.00018451504001859576 0.0023749833926558495
17000 0.0001906457619043067 0.0024520044680684805
18000 0.0001685802999418229 0.0024812875781208277
19000 0.00018979866581503302 0.0025956269819289446
20000 0.0001481293875258416 0.0025822382885962725
21000 0.00016266576130874455 0.0026587711181491613
22000 0.00015342279220931232 0.0027121640741825104
23000 0.00015444456948898733 0.0027300186920911074
24000 0.000152622873429209 0.0027792269829660654
25000 0.00016155281628016382 0.00282270391471684
26000 0.000152066902955994 0.0028390984516590834
27000 0.00012232878361828625 0.0029127716552466154
28000 0.00014078360982239246 0.0029562448617070913
29000 0.0001289871142944321 0.002986402017995715
30000 0.00014646199997514486 0.0029979096725583076
31000 0.00014204499893821776 0.0030822644475847483
32000 0.00019736740796361119 0.003106070915237069
33000 0.0001525511615909636 0.003097136039286852
34000 0.00014906207798048854 0.0031354099046438932
35000 0.000140767777338624 0.0031821385491639376
36000 0.00018293640459887683 0.003273589536547661
37000 0.00012991922267246991 0.0032176384702324867
38000 0.00011954241199418902 0.003262048587203026
39000 0.00013479028712026775 0.0032520422246307135
40000 0.00015986489597707987 0.0033096286933869123
41000 0.00015897073899395764 0.003323152894154191
42000 0.000126164173707366 0.0033263550139963627
43000 0.00020522014528978616 0.0033231896813958883
44000 0.0001273385714739561 0.003388291457667947
45000 0.00011954005458392203 0.003374244086444378
46000 0.00010997135541401803 0.0033860718831419945
47000 0.0001218129473272711 0.003418825101107359
48000 0.0001423844078090042 0.003469655755907297
49000 0.00013253431825432926 0.0034911881666630507
50000 0.00012102251639589667 0.003491781186312437
50000 0.0001206681045005098 0.0034916545264422894
