5.254366993904113770e-01 -1.084076464176177979e-01
-9.703129529953002930e-02 -5.620463490486145020e-01
2.409418672323226929e-01 3.363354206085205078e-01
-5.448183417320251465e-01 5.631839632987976074e-01
-5.335510522127151489e-02 -5.684995651245117188e-01
-1.535086929798126221e-01 -9.864209592342376709e-02
-2.583182230591773987e-02 -2.898660898208618164e-01
-5.845729708671569824e-01 1.269333958625793457e-01
8.164123445749282837e-02 3.280035853385925293e-01
-7.465656399726867676e-01 -5.275245904922485352e-01
-8.576108813285827637e-01 -6.173755526542663574e-01
-7.899367809295654297e-02 4.298049807548522949e-01
2.469940930604934692e-01 2.315208613872528076e-01
-5.362055897712707520e-01 -4.561541676521301270e-01
1.843892633914947510e-01 -7.923119068145751953e-01
-5.967648625373840332e-01 -6.577081978321075439e-02
4.466476142406463623e-01 -2.041122317314147949e-01
-4.600938558578491211e-01 -5.869917199015617371e-02
2.272131294012069702e-02 3.505222201347351074e-01
-8.987281918525695801e-01 6.034428477287292480e-01
-9.183300733566284180e-01 -2.541411854326725006e-02
-1.064229086041450500e-01 -3.105799555778503418e-01
4.092620313167572021e-02 3.002274632453918457e-01
-6.732851266860961914e-01 -1.544184833765029907e-01
1.142689660191535950e-01 -2.208469808101654053e-02
-6.303017139434814453e-01 -8.490749448537826538e-02
-8.326438814401626587e-02 5.400202423334121704e-02
5.532798543572425842e-02 -8.080581575632095337e-02
-8.765789270401000977e-01 6.086400151252746582e-01
4.998097121715545654e-01 -6.618068218231201172e-01
-3.476330935955047607e-01 -1.879927664995193481e-01
6.768972277641296387e-01 5.957889556884765625e-01
-5.137605220079421997e-02 -4.366663694381713867e-01
1.502425521612167358e-01 2.750451266765594482e-01
-4.982359111309051514e-01 3.346069753170013428e-01
-5.357310771942138672e-01 -3.258713483810424805e-01
-6.573649644851684570e-01 -6.537992507219314575e-02
-4.428770542144775391e-01 1.541024297475814819e-01
3.006146848201751709e-01 8.020735532045364380e-02
9.395101070404052734e-01 8.640862107276916504e-01
-4.337543994188308716e-02 6.289219260215759277e-01
3.367894887924194336e-01 -6.655110120773315430e-01
-6.903635263442993164e-01 -4.204462170600891113e-01
-8.882098197937011719e-01 -1.365633308887481689e-01
-6.042803525924682617e-01 1.663309931755065918e-01
-5.728413462638854980e-01 4.381937086582183838e-01
3.671542108058929443e-01 2.552087008953094482e-01
7.671421170234680176e-01 -7.476761341094970703e-01
-2.750814147293567657e-02 3.015596866607666016e-01
-5.518944188952445984e-02 -3.357586264610290527e-01
7.271201610565185547e-01 9.557997584342956543e-01
-6.468085646629333496e-01 3.039978444576263428e-01
-7.606322169303894043e-01 6.541111320257186890e-02
3.530866205692291260e-01 -1.852199882268905640e-01
-2.624065279960632324e-01 -4.904869198799133301e-01
-1.363216806203126907e-02 -6.530058104544878006e-03
-9.103717803955078125e-01 2.770703434944152832e-01
-1.745495945215225220e-01 1.696929484605789185e-01
-3.325990140438079834e-01 1.478448063135147095e-01
4.468544572591781616e-02 2.591752409934997559e-01
1.073582321405410767e-01 9.838575869798660278e-02
-7.363318800926208496e-01 4.048041626811027527e-02
-7.368747591972351074e-01 -2.165185213088989258e-01
6.446154713630676270e-01 6.923812031745910645e-01
-9.764045476913452148e-01 9.130910038948059082e-01
8.170425146818161011e-02 1.158854961395263672e-01
1.805235743522644043e-01 4.272157847881317139e-01
-7.342261672019958496e-01 -1.039266958832740784e-01
1.200098097324371338e-01 5.097937583923339844e-02
3.251833021640777588e-01 7.422325611114501953e-01
-9.018060564994812012e-01 -1.193934008479118347e-01
-2.245713025331497192e-01 1.333791762590408325e-01
3.308819532394409180e-01 -1.654484272003173828e-01
-8.585265278816223145e-01 -2.654779553413391113e-01
2.845004796981811523e-01 5.399050116539001465e-01
-5.082320570945739746e-01 5.995143055915832520e-01
2.672309987246990204e-02 4.569890797138214111e-01
-7.497873902320861816e-01 2.130552679300308228e-01
2.043673247098922729e-01 1.515982449054718018e-01
4.635986089706420898e-01 -7.165594100952148438e-01
4.297543764114379883e-01 -7.086663246154785156e-01
1.541888862848281860e-01 1.175754293799400330e-01
-7.711133956909179688e-01 -1.708017438650131226e-01
3.752647340297698975e-01 -3.564577996730804443e-01
-3.945139050483703613e-01 2.641154453158378601e-02
5.652906298637390137e-01 6.343957185745239258e-01
4.126527011394500732e-01 -9.570946916937828064e-03
-4.534736871719360352e-01 2.478796988725662231e-01
-6.219480037689208984e-01 4.089790955185890198e-02
-7.208222150802612305e-01 -1.715663671493530273e-01
-5.360289216041564941e-01 1.728017777204513550e-01
-9.009039998054504395e-01 -1.680458933115005493e-01
-4.963352978229522705e-01 6.326960921287536621e-01
-4.416802227497100830e-01 3.352965116500854492e-01
-5.661334991455078125e-01 -2.283661365509033203e-01
-5.708285570144653320e-01 -2.318825721740722656e-01
-2.160040289163589478e-02 3.220666646957397461e-01
3.086371719837188721e-01 -6.317678689956665039e-01
-4.182011261582374573e-02 -1.473321765661239624e-01
-5.918407440185546875e-01 -5.451254248619079590e-01
3.793388232588768005e-02 2.381973713636398315e-01
4.765665531158447266e-01 -7.511837482452392578e-01
-5.896336436271667480e-01 -2.947793602943420410e-01
-8.234803676605224609e-01 8.738920092582702637e-02
3.592677414417266846e-01 8.165133185684680939e-03
-2.935415208339691162e-01 2.546424418687820435e-02
-1.727337762713432312e-02 4.158322140574455261e-02
3.059909641742706299e-01 2.760462760925292969e-01
1.024510040879249573e-01 3.310012631118297577e-03
-6.260439157485961914e-01 -6.992588937282562256e-02
-4.169807732105255127e-01 3.296658992767333984e-01
-6.625181436538696289e-01 -1.551011949777603149e-01
-4.269587993621826172e-01 -3.118284344673156738e-01
-6.656708717346191406e-01 -6.488534063100814819e-02
-7.986273765563964844e-01 -1.487182527780532837e-01
-2.673757076263427734e-01 2.610887214541435242e-02
-6.253256797790527344e-01 7.349120378494262695e-01
-6.392946839332580566e-01 -1.208469793200492859e-01
-2.077363878488540649e-01 6.428272463381290436e-03
2.429938465356826782e-01 -3.125359714031219482e-01
-9.352421760559082031e-01 9.111241698265075684e-01
4.283844679594039917e-02 3.279545903205871582e-01
2.699622809886932373e-01 -2.633197307586669922e-01
-4.190850257873535156e-01 5.829018950462341309e-01
1.782134473323822021e-01 4.997310042381286621e-02
-8.931288719177246094e-01 -3.026991188526153564e-01
4.032629132270812988e-01 -9.443949162960052490e-02
4.916158020496368408e-01 -1.124688386917114258e-01
2.683704495429992676e-01 2.675417661666870117e-01
-6.654180288314819336e-01 -2.045352309942245483e-01
-6.214212179183959961e-01 -2.254167050123214722e-01
-5.013796091079711914e-01 2.961390912532806396e-01
-9.426364898681640625e-01 -4.096073210239410400e-01
-5.722380280494689941e-01 7.461163997650146484e-01
