1.672765240073204041e-02 -2.062895447015762329e-01 7.041633129119873047e-02 9.999980330467224121e-01 -9.234717488288879395e-02 1.747545450925827026e-01 -3.128263726830482483e-02 1.368501782417297363e-01
-1.285241991281509399e-01 -2.316771149635314941e-01 -1.268614381551742554e-01 9.990859627723693848e-01 6.963305175304412842e-02 -4.909021314233541489e-03 1.967849433422088623e-01 2.409991621971130371e-01
-5.242718011140823364e-02 -3.145180642604827881e-01 -4.744599014520645142e-02 9.999788403511047363e-01 -2.949649095535278320e-02 7.727078348398208618e-02 5.184954032301902771e-02 1.867970079183578491e-01
-1.883528530597686768e-01 -3.300983011722564697e-01 -1.039470583200454712e-01 9.990729689598083496e-01 4.062632098793983459e-02 3.788436576724052429e-02 1.710179448127746582e-01 2.515034079551696777e-01
-1.289386898279190063e-01 -2.939330339431762695e-01 -1.089254543185234070e-01 9.995200634002685547e-01 7.544616609811782837e-02 1.570863649249076843e-02 1.560686230659484863e-01 2.427542358636856079e-01
-8.709695190191268921e-02 -3.059817254543304443e-01 -7.142510265111923218e-02 9.999489188194274902e-01 8.295610547065734863e-03 4.565078392624855042e-02 7.803162932395935059e-02 1.923897564411163330e-01
1.208861917257308960e-02 1.708956211805343628e-01 2.822259627282619476e-02 9.999997019767761230e-01 -1.671237945556640625e-01 3.064224421977996826e-01 2.111982926726341248e-02 -2.098283320665359497e-01
-3.034256771206855774e-02 -2.883214950561523438e-01 -1.696014218032360077e-02 9.999949336051940918e-01 -4.713434725999832153e-02 7.791986316442489624e-02 -6.938599515706300735e-03 1.155851632356643677e-01
-4.991340637207031250e-02 -2.923373281955718994e-01 -5.912728235125541687e-02 9.999690055847167969e-01 1.819203048944473267e-02 6.717000156641006470e-02 7.388231158256530762e-02 1.754806041717529297e-01
7.958458364009857178e-02 -2.214712798595428467e-01 2.952696979045867920e-01 9.999997615814208984e-01 8.849604427814483643e-02 4.315235614776611328e-01 -7.976138591766357422e-02 -2.454720064997673035e-02
-1.148201599717140198e-01 -2.905892431735992432e-01 -1.078860610723495483e-01 9.996557831764221191e-01 1.092461273074150085e-01 -2.626331057399511337e-03 1.321609765291213989e-01 2.393376827239990234e-01
-2.416120655834674835e-02 -2.692093551158905029e-01 -7.056108862161636353e-02 9.999831914901733398e-01 6.299646943807601929e-02 6.322114914655685425e-02 3.730319067835807800e-02 1.653578728437423706e-01
-4.949807226657867432e-01 1.882717013359069824e-01 -2.151636481285095215e-01 9.383148550987243652e-01 -6.647418439388275146e-02 1.938432604074478149e-01 2.259859442710876465e-01 2.372145950794219971e-01
-3.127210959792137146e-02 -2.617005109786987305e-01 -6.524954736232757568e-02 9.999543428421020508e-01 3.635153546929359436e-02 6.345219165086746216e-02 9.009470790624618530e-02 2.174837440252304077e-01
-2.845785766839981079e-02 -3.046444058418273926e-01 -4.279460012912750244e-02 9.999840855598449707e-01 -1.012268755584955215e-02 7.493745535612106323e-02 5.578409880399703979e-02 1.645145863294601440e-01
2.223272174596786499e-01 2.106757014989852905e-01 2.580418288707733154e-01 9.999994039535522461e-01 -1.582351475954055786e-01 3.607883751392364502e-01 1.474520564079284668e-01 1.035066973417997360e-02
-1.569883078336715698e-01 -3.066525757312774658e-01 -1.158430427312850952e-01 9.990746974945068359e-01 1.045421883463859558e-01 7.757709361612796783e-03 1.760872006416320801e-01 2.251724600791931152e-01
-5.472962930798530579e-02 -2.790109813213348389e-01 -6.249761581420898438e-02 9.999651312828063965e-01 4.758046567440032959e-02 4.790557920932769775e-02 6.756533682346343994e-02 1.725967079401016235e-01
-1.245272830128669739e-01 -2.691261172294616699e-01 -8.489742130041122437e-02 9.997400045394897461e-01 8.822977542877197266e-02 1.875192672014236450e-02 1.170789301395416260e-01 2.443458437919616699e-01
1.588805229403078556e-03 -2.525907754898071289e-01 -6.078590452671051025e-02 9.999918937683105469e-01 -4.604108259081840515e-02 1.234228238463401794e-01 4.683202132582664490e-02 1.444541662931442261e-01
1.151610631495714188e-02 -2.823770344257354736e-01 -1.365500781685113907e-02 9.999939799308776855e-01 -3.791271150112152100e-02 1.063580662012100220e-01 2.224961668252944946e-02 1.591998338699340820e-01
-8.708546310663223267e-02 -3.177417814731597900e-01 -9.864243865013122559e-02 9.999030828475952148e-01 3.226098790764808655e-02 3.147071972489356995e-02 1.126238033175468445e-01 1.867486834526062012e-01
