3.575746715068817139e-01 -5.902253463864326477e-02 1.920127719640731812e-01 -1.096823289990425110e-01
2.956899404525756836e-01 -7.843048870563507080e-02 3.009464144706726074e-01 -1.289119720458984375e-01
3.588889539241790771e-01 -7.496609538793563843e-02 2.815026640892028809e-01 -1.261721104383468628e-01
2.780597507953643799e-01 -8.931427448987960815e-02 2.805620431900024414e-01 -1.408116519451141357e-01
2.916721105575561523e-01 -8.044447749853134155e-02 2.783369719982147217e-01 -1.390020251274108887e-01
3.318226039409637451e-01 -7.692806422710418701e-02 2.716251611709594727e-01 -1.144975125789642334e-01
3.525966107845306396e-01 1.041771620512008667e-01 1.091825366020202637e-01 -8.370058983564376831e-02
3.806416690349578857e-01 -7.579267024993896484e-02 2.627979815006256104e-01 -8.632849901914596558e-02
3.362403512001037598e-01 -7.301539182662963867e-02 2.606608569622039795e-01 -1.229220852255821228e-01
2.390118092298507690e-01 -8.801312744617462158e-02 -6.501907855272293091e-02 -2.170553952455520630e-01
3.077700734138488770e-01 -7.857201993465423584e-02 2.919289767742156982e-01 -1.171700730919837952e-01
3.551747798919677734e-01 -5.560554936528205872e-02 2.693242430686950684e-01 -1.201636344194412231e-01
1.012609377503395081e-01 1.047436222434043884e-01 1.587934494018554688e-01 -1.671937257051467896e-01
3.386984765529632568e-01 -7.267031073570251465e-02 2.757919132709503174e-01 -1.350210607051849365e-01
3.529050946235656738e-01 -7.965363562107086182e-02 2.637807428836822510e-01 -1.259628087282180786e-01
2.357827425003051758e-01 -3.687535226345062256e-02 -4.672550410032272339e-02 -2.011867314577102661e-01
2.817256748676300049e-01 -8.641544729471206665e-02 2.815594077110290527e-01 -1.292611509561538696e-01
3.407595455646514893e-01 -7.306343317031860352e-02 2.696519792079925537e-01 -1.172452941536903381e-01
3.048128187656402588e-01 -7.849840074777603149e-02 2.800699174404144287e-01 -1.275646090507507324e-01
3.555032908916473389e-01 -4.242754355072975159e-02 2.470839172601699829e-01 -1.210285201668739319e-01
3.575315773487091064e-01 -6.366228312253952026e-02 2.364813089370727539e-01 -1.147502660751342773e-01
3.338946700096130371e-01 -8.097302913665771484e-02 2.923715710639953613e-01 -1.309853792190551758e-01
2.826551198959350586e-01 -8.805442601442337036e-02 3.249576687812805176e-01 -1.213362514972686768e-01
3.532806932926177979e-01 -5.456058308482170105e-02 1.428779363632202148e-01 -5.534625798463821411e-02
2.422029972076416016e-01 -1.022351235151290894e-01 2.954971194267272949e-01 -7.698015868663787842e-02
2.068959921598434448e-01 -1.996407657861709595e-02 2.369378805160522461e-01 -1.522423028945922852e-01
3.516016900539398193e-01 -7.649499922990798950e-02 2.272158116102218628e-01 -1.351316869258880615e-01
3.553301990032196045e-01 -8.146017789840698242e-02 2.677229642868041992e-01 -1.154521703720092773e-01
3.684583604335784912e-01 -8.421210944652557373e-02 2.740124166011810303e-01 -1.195425167679786682e-01
2.357707917690277100e-01 -9.753562510013580322e-02 2.657836973667144775e-01 -1.490534096956253052e-01
3.298927247524261475e-01 -7.127354294061660767e-02 2.710062563419342041e-01 -1.255268603563308716e-01
2.592362761497497559e-01 -8.349210768938064575e-02 2.775834500789642334e-01 -1.306365430355072021e-01
2.604409456253051758e-01 -5.069405958056449890e-02 2.919545769691467285e-01 -1.259554177522659302e-01
3.605598807334899902e-01 -8.070188760757446289e-02 2.006286978721618652e-01 -1.357955336570739746e-01
3.338761627674102783e-01 -6.647209823131561279e-02 2.777337431907653809e-01 -1.249445080757141113e-01
2.566034495830535889e-01 6.179713085293769836e-02 3.633124232292175293e-01 -1.113856285810470581e-01
3.252644836902618408e-01 -8.773261308670043945e-02 2.738151848316192627e-01 -1.146965399384498596e-01
2.980540096759796143e-01 -9.352689236402511597e-02 2.629181444644927979e-01 -1.296010911464691162e-01
2.753351926803588867e-01 -8.816319704055786133e-02 2.781446576118469238e-01 -1.378286331892013550e-01
3.257596194744110107e-01 -7.816211879253387451e-02 2.820913493633270264e-01 -1.249419599771499634e-01
3.707462251186370850e-01 -5.429807305335998535e-02 2.116567641496658325e-01 -1.117619872093200684e-01
2.987773418426513672e-01 -8.456990867853164673e-02 2.773197889328002930e-01 -1.319206506013870239e-01
3.133026063442230225e-01 -7.597991079092025757e-02 2.771962285041809082e-01 -1.393423825502395630e-01
2.691170871257781982e-01 -6.773241609334945679e-02 2.817125320434570312e-01 -1.436809748411178589e-01
4.147736430168151855e-01 -4.833931103348731995e-02 2.307653278112411499e-01 -4.947470128536224365e-02
2.528026401996612549e-01 6.294904742389917374e-03 3.840980529785156250e-01 1.342340856790542603e-01
3.071866631507873535e-01 -8.050317317247390747e-02 2.738283276557922363e-01 -1.435174643993377686e-01
3.178406953811645508e-01 -6.858865171670913696e-02 2.880129516124725342e-01 -1.313529908657073975e-01
2.555829882621765137e-01 -7.598152756690979004e-02 2.652658820152282715e-01 -1.409885585308074951e-01
2.668017446994781494e-01 -8.565650880336761475e-02 2.842780053615570068e-01 -1.136593446135520935e-01
3.384598791599273682e-01 -7.849498838186264038e-02 2.680166959762573242e-01 -1.220748052000999451e-01
3.929289579391479492e-01 -4.913813620805740356e-02 2.782995700836181641e-01 -8.402466028928756714e-02
2.938832938671112061e-01 -6.564256548881530762e-02 3.843390941619873047e-01 -1.267998814582824707e-01
2.590878903865814209e-01 -3.742541074752807617e-01 -1.126981750130653381e-01 1.273293942213058472e-01
3.111329078674316406e-01 -7.789231836795806885e-02 2.753854095935821533e-01 -1.277324408292770386e-01
1.583447754383087158e-01 -8.612966537475585938e-02 2.142373025417327881e-01 -2.158898413181304932e-01
3.372086882591247559e-01 -5.423697456717491150e-02 2.675253450870513916e-01 -1.353615671396255493e-01
3.688822388648986816e-01 -8.235309273004531860e-02 2.316521704196929932e-01 -1.134540662169456482e-01
4.262773990631103516e-01 -8.511395752429962158e-02 2.486154139041900635e-01 2.222696319222450256e-02
3.443974852561950684e-01 -7.385186851024627686e-02 2.738106846809387207e-01 -1.308479160070419312e-01
