-2.984739542007446289e-01 -5.305988192558288574e-01 5.853973329067230225e-03 -2.355658262968063354e-02 8.862431347370147705e-02 9.808744490146636963e-02 -5.190955102443695068e-02 -3.360933437943458557e-02 9.963087439537048340e-01 -8.485381491482257843e-03
-1.310571469366550446e-02 -8.393018245697021484e-01 -2.011954784393310547e-04 -5.806680768728256226e-02 -2.746580913662910461e-02 9.071220643818378448e-03 -8.632305264472961426e-02 -2.304152026772499084e-02 9.744138717651367188e-01 3.188286721706390381e-02
-8.648207783699035645e-02 -4.815454781055450439e-01 -3.918121103197336197e-03 -1.331402957439422607e-01 1.427798867225646973e-01 1.589391939342021942e-02 -3.133439272642135620e-02 2.357606217265129089e-02 9.967933893203735352e-01 1.234759204089641571e-02
7.947227358818054199e-02 -9.100859761238098145e-01 1.256696283817291260e-01 9.221604466438293457e-02 5.653950199484825134e-02 -1.525247544050216675e-01 -1.061790362000465393e-01 1.897936314344406128e-01 9.393547177314758301e-01 2.827873267233371735e-02
-1.289526820182800293e-01 -8.983024358749389648e-01 -6.544950604438781738e-02 -8.377607911825180054e-02 2.494339458644390106e-02 -8.150814101099967957e-03 3.833833709359169006e-02 4.799276217818260193e-02 9.483331441879272461e-01 4.277910292148590088e-02
-1.103339716792106628e-01 -7.905949950218200684e-01 1.019433606415987015e-02 -7.187163084745407104e-02 1.759732514619827271e-02 -3.145759180188179016e-02 -2.514395490288734436e-02 2.578905411064624786e-02 9.843404889106750488e-01 6.296361237764358521e-02
3.880661725997924805e-01 -3.377938568592071533e-01 1.338300667703151703e-02 -4.786513745784759521e-01 -1.201201602816581726e-01 -1.802348792552947998e-01 4.245825111865997314e-01 3.698894977569580078e-01 9.976884722709655762e-01 -3.458090126514434814e-01
-1.895062178373336792e-01 -5.901488661766052246e-01 5.259840935468673706e-02 -3.700586408376693726e-02 8.468677103519439697e-02 -3.413739800453186035e-02 -1.158003956079483032e-01 4.939960688352584839e-02 9.956240653991699219e-01 -2.445693500339984894e-02
-9.078135341405868530e-02 -7.231883406639099121e-01 4.180350899696350098e-02 -5.562375485897064209e-02 1.349841803312301636e-02 -2.470294572412967682e-02 -4.052293300628662109e-02 5.494926497340202332e-02 9.908213615417480469e-01 5.331794917583465576e-02
4.737168177962303162e-02 -3.875439465045928955e-01 -1.169646456837654114e-01 4.729017317295074463e-01 4.653852283954620361e-01 3.100790083408355713e-01 4.117860496044158936e-01 -2.658354938030242920e-01 9.986283183097839355e-01 -7.269960641860961914e-02
-6.477800011634826660e-02 -8.727914094924926758e-01 3.180542215704917908e-02 9.359712712466716766e-03 2.639526035636663437e-03 5.933155305683612823e-03 -5.642657727003097534e-02 7.779888343065977097e-03 9.656491875648498535e-01 1.000813394784927368e-01
-9.558481723070144653e-02 -6.585363149642944336e-01 1.232868526130914688e-02 -3.989306837320327759e-02 3.116205893456935883e-02 3.183200955390930176e-02 -3.147395327687263489e-02 1.335889101028442383e-04 9.942314028739929199e-01 5.894045904278755188e-02
-8.965765684843063354e-02 -6.029539704322814941e-01 2.221314236521720886e-02 -6.091725453734397888e-02 6.920764595270156860e-02 2.918243035674095154e-02 2.338337711989879608e-02 -3.042055480182170868e-02 9.955937266349792480e-01 1.187387946993112564e-02
-9.565821290016174316e-02 -7.072408199310302734e-01 3.446316346526145935e-02 -5.151933804154396057e-02 1.903664506971836090e-02 -4.126257263123989105e-03 -6.175300478935241699e-02 4.486808180809020996e-02 9.917485713958740234e-01 8.197777718305587769e-02
-3.439770638942718506e-02 -8.134681582450866699e-01 -1.616220921277999878e-02 -4.877012223005294800e-02 4.773238673806190491e-02 -6.848025321960449219e-02 -6.522925943136215210e-02 7.311147451400756836e-02 9.808672070503234863e-01 7.784987986087799072e-02
7.433144748210906982e-02 -4.074256122112274170e-01 -2.256561219692230225e-01 -3.892372846603393555e-01 2.581816613674163818e-01 1.360773444175720215e-01 4.347300529479980469e-01 -8.865978568792343140e-02 9.975108504295349121e-01 -2.408616095781326294e-01
-8.038424700498580933e-02 -8.420785665512084961e-01 3.299343585968017578e-02 -3.132072463631629944e-02 2.611859701573848724e-02 -5.706986784934997559e-02 -6.657996773719787598e-02 6.378236226737499237e-03 9.745872616767883301e-01 5.823185667395591736e-02
-1.456879228353500366e-01 -6.777286529541015625e-01 3.412991762161254883e-02 -6.594927608966827393e-02 6.427618861198425293e-02 2.620683982968330383e-02 -2.597934938967227936e-02 4.023445397615432739e-02 9.929116964340209961e-01 8.885654807090759277e-02
-1.248031035065650940e-01 -6.614345908164978027e-01 3.730424866080284119e-02 -1.056066900491714478e-01 5.188046395778656006e-02 -3.899614093825221062e-03 -1.396901905536651611e-02 8.069586753845214844e-02 9.935514330863952637e-01 3.520099073648452759e-02
-1.156591102480888367e-01 -6.007959246635437012e-01 7.202621549367904663e-02 -3.799774870276451111e-02 4.667455330491065979e-02 3.019563481211662292e-02 -1.901077106595039368e-02 4.518259689211845398e-02 9.954742193222045898e-01 -9.217217564582824707e-03
-1.396529674530029297e-01 -5.113681554794311523e-01 -1.058983206748962402e-01 -2.224950045347213745e-01 4.998015612363815308e-02 1.731833219528198242e-01 4.316319525241851807e-02 1.495330315083265305e-02 9.965364336967468262e-01 -7.271330058574676514e-02
-1.481884419918060303e-01 -5.758337974548339844e-01 -6.375780701637268066e-02 -4.955702275037765503e-02 1.248795017600059509e-01 -1.170242764055728912e-02 -5.169054120779037476e-02 3.992366045713424683e-02 9.959698319435119629e-01 4.106595739722251892e-02
-9.107050299644470215e-02 -7.744218707084655762e-01 2.355536073446273804e-02 -6.863731145858764648e-02 1.498788129538297653e-02 -2.928721532225608826e-02 -4.466239735484123230e-02 3.134653717279434204e-02 9.869560599327087402e-01 3.856076672673225403e-02
-8.617175370454788208e-02 -5.735814571380615234e-01 1.049393601715564728e-02 -2.952537266537547112e-03 7.069051265716552734e-02 -2.068310976028442383e-02 -5.065876618027687073e-02 -5.196913331747055054e-02 9.963811039924621582e-01 5.759227555245161057e-03
-1.172602251172065735e-01 -7.883804440498352051e-01 1.752936094999313354e-02 -6.219048798084259033e-02 5.526927486062049866e-02 3.777672350406646729e-02 -4.605260863900184631e-02 1.553359813988208771e-02 9.842579960823059082e-01 5.425622686743736267e-02
1.084657236933708191e-01 -9.309447407722473145e-01 -2.014401853084564209e-01 -1.664454787969589233e-01 -1.131461635231971741e-01 -2.999455332756042480e-01 -5.933334678411483765e-02 1.180653274059295654e-01 9.093702435493469238e-01 1.267407983541488647e-01
-1.909116208553314209e-01 -4.808311164379119873e-01 -3.431148827075958252e-01 -1.437133103609085083e-01 1.229118704795837402e-01 -2.110914140939712524e-02 -4.107757210731506348e-01 7.859615981578826904e-02 9.972219467163085938e-01 -1.876641511917114258e-01
-1.640268862247467041e-01 -4.871795177459716797e-01 2.128199301660060883e-02 -1.165605038404464722e-01 5.570533499121665955e-02 1.922313123941421509e-01 -7.346239686012268066e-02 -3.546154871582984924e-02 9.967595934867858887e-01 5.990324914455413818e-02
-1.357517242431640625e-01 -5.657473802566528320e-01 9.231296181678771973e-02 -1.157656013965606689e-01 7.632873952388763428e-02 4.016489908099174500e-02 4.286807402968406677e-02 8.729340042918920517e-04 9.956881403923034668e-01 5.199431627988815308e-02
