-1.011010184884071350e-01 -1.766220778226852417e-01 3.678455576300621033e-02 1.457807570695877075e-01 -8.136863261461257935e-02 -2.034390270709991455e-01
-6.981525570154190063e-02 -3.205913305282592773e-02 -2.068448811769485474e-01 3.545444309711456299e-01 1.846392154693603516e-01 1.281574219465255737e-01
-9.923471510410308838e-02 -1.774716675281524658e-01 3.522839397192001343e-02 1.461081951856613159e-01 -8.128102868795394897e-02 -2.052672207355499268e-01
-4.103938117623329163e-02 1.664533019065856934e-01 1.395591944456100464e-01 1.960195749998092651e-01 -2.163438051939010620e-01 1.073646694421768188e-01
1.632577627897262573e-01 2.167651355266571045e-01 -5.393317341804504395e-02 -6.361210346221923828e-02 -7.229168899357318878e-03 -4.522127658128738403e-02
1.492401361465454102e-01 2.621263265609741211e-01 -3.125748783349990845e-02 -8.833255618810653687e-02 1.281474232673645020e-01 -7.127460092306137085e-02
-7.037182152271270752e-02 -1.721897274255752563e-01 2.912941202521324158e-02 1.506374925374984741e-01 -9.086680412292480469e-02 -2.060412913560867310e-01
1.169353574514389038e-01 -9.214708954095840454e-02 -1.736883223056793213e-01 2.613164782524108887e-01 1.527336388826370239e-01 1.468636393547058105e-01
-1.179765909910202026e-02 2.010793685913085938e-01 1.522235423326492310e-01 7.286560535430908203e-02 -3.984830528497695923e-02 8.935994654893875122e-02
-9.457686543464660645e-02 -1.733772456645965576e-01 3.769261762499809265e-02 1.467140167951583862e-01 -8.482451736927032471e-02 -2.003874033689498901e-01
1.753130853176116943e-01 1.475196778774261475e-01 7.937346585094928741e-03 1.308586895465850830e-01 -1.778532862663269043e-01 1.668823696672916412e-02
2.934565842151641846e-01 3.532597795128822327e-02 -1.494401395320892334e-01 1.040086969733238220e-01 -1.420495957136154175e-01 7.452501915395259857e-03
3.799818828701972961e-02 -1.450852006673812866e-01 1.458727638237178326e-03 1.688683480024337769e-01 -1.267303228378295898e-01 -2.024294883012771606e-01
-3.493061289191246033e-02 -4.124009609222412109e-02 -1.996089071035385132e-01 3.355619907379150391e-01 1.696999371051788330e-01 1.213154792785644531e-01
-3.451779857277870178e-02 1.023325026035308838e-01 -2.439288496971130371e-01 -2.126594930887222290e-01 -1.568911224603652954e-01 -4.484105482697486877e-02
-5.764438584446907043e-02 1.737329214811325073e-01 -2.563085258007049561e-01 -2.430572211742401123e-01 -1.272422969341278076e-01 -1.446511298418045044e-01
-6.796194612979888916e-02 1.931881010532379150e-01 -2.525254189968109131e-01 -2.439456582069396973e-01 -1.108464002609252930e-01 -1.628525406122207642e-01
-7.178369164466857910e-02 1.677361279726028442e-01 1.526393443346023560e-01 2.103585898876190186e-01 -2.278515249490737915e-01 1.220505684614181519e-01
6.853652186691761017e-03 2.610481083393096924e-01 1.116767823696136475e-01 -3.799297288060188293e-02 1.367186754941940308e-01 3.631613403558731079e-02
1.313006430864334106e-01 2.833836078643798828e-01 1.295368932187557220e-02 -5.226696282625198364e-02 1.582869291305541992e-01 -4.249556362628936768e-02
-8.442474156618118286e-02 -1.747392714023590088e-01 3.226231038570404053e-02 1.484157592058181763e-01 -8.625385910272598267e-02 -2.055909633636474609e-01
1.161686852574348450e-01 1.939816772937774658e-01 -2.052773684263229370e-01 -1.666659563779830933e-01 -1.156567782163619995e-01 -1.205124109983444214e-01
1.495692580938339233e-01 -4.774455912411212921e-03 -1.977074593305587769e-01 -2.439106581732630730e-03 -1.142271906137466431e-01 9.209088236093521118e-02
